doc,edge_id,enhanced_signature,is_property,method_full_name,name,object_type,parameter_types,parameters_count,relationship,requires_parameters,return_type,return_type_source,signature,source,source_object,source_type,target
compressed_text,260,"(algorithm_or_pipeline, persist, return_profile)",false,"Subgraph.apply","apply","Subgraph","{}",3,"Subgraph -> list","[""algorithm_or_pipeline""]","list","docstring","(algorithm_or_pipeline, persist=True, return_profile=False)",36,"Subgraph","Subgraph",52
"Get out-degree of nodes within subgraph",296,"(nodes, full_graph)",false,"Subgraph.out_degree","out_degree","Subgraph","{}",2,"Subgraph -> NumArray","[]","NumArray","test_execution","(nodes=None, full_graph=False)",36,"Subgraph","Subgraph",31
compressed_text,522,"(prefix)",false,"AttrName.removeprefix","removeprefix","AttrName","{}",1,"AttrName -> str","[""prefix""]","str","docstring","(prefix, /)",0,"AttrName","AttrName",54
compressed_text,577,"(bytes, byteorder, signed)",false,"EdgeId.from_bytes","from_bytes","EdgeId","{}",3,"EdgeId -> list","[""bytes"", ""byteorder""]","list","docstring","(bytes, byteorder, *, signed=False)",9,"EdgeId","EdgeId",52
"Create EdgesTable from a Python dictionary (must contain 'edge_id', 'source', 'target' columns)",179,"(data)",false,"EdgesTable.from_dict","from_dict","EdgesTable","{}",1,"EdgesTable -> dict","[""data""]","dict","docstring","(data)",12,"EdgesTable","EdgesTable",49
compressed_text,426,"(subset)",false,"BaseTable.drop_duplicates","drop_duplicates","BaseTable","{}",1,"BaseTable -> BaseTable","[]","BaseTable","test_execution","(subset=None)",2,"BaseTable","BaseTable",2
"Get a GraphTable representation of this graph
Implements: g.table()",88,"()",false,"Graph.table","table","Graph","{}",0,"Graph -> GraphTable","[]","GraphTable","test_execution","()",14,"Graph","Graph",19
"List attribute names available within this accessor's edge set",110,"()",false,"EdgesAccessor.attribute_names","attribute_names","EdgesAccessor","{}",0,"EdgesAccessor -> list","[]","list","test_execution","()",10,"EdgesAccessor","EdgesAccessor",52
"Get an EdgesTable representation of accessible edges
Implements: g.edges.table()  ",116,"()",false,"EdgesAccessor.table","table","EdgesAccessor","{}",0,"EdgesAccessor -> EdgesTable","[]","EdgesTable","test_execution","()",10,"EdgesAccessor","EdgesAccessor",12
compressed_text,310,"()",false,"Subgraph.to_networkx","to_networkx","Subgraph","{}",0,"Subgraph -> Graph","[]","Graph","test_execution","()",36,"Subgraph","Subgraph",14
compressed_text,409,"(row)",false,"BaseTable.append_row","append_row","BaseTable","{}",1,"BaseTable -> dict","[""row""]","dict","docstring","(row)",2,"BaseTable","BaseTable",49
"Calculate the trace (sum of diagonal elements) - only for square matrices",391,"()",false,"GraphMatrix.trace","trace","GraphMatrix","{}",0,"GraphMatrix -> Unknown","[]","Unknown","unknown","()",18,"GraphMatrix","GraphMatrix",43
compressed_text,157,"(columns)",false,"NodesTable.select","select","NodesTable","{}",1,"NodesTable -> list","[""columns""]","list","docstring","(columns)",27,"NodesTable","NodesTable",52
"Return a version of the string suitable for caseless comparisons.",538,"()",false,"BranchName.casefold","casefold","BranchName","{}",0,"BranchName -> str","[]","str","test_execution","()",4,"BranchName","BranchName",54
"Get number of columns",153,"()",false,"NodesTable.ncols","ncols","NodesTable","{}",0,"NodesTable -> int","[]","int","test_execution","()",27,"NodesTable","NodesTable",51
compressed_text,510,"()",false,"AttrName.isidentifier","isidentifier","AttrName","{}",0,"AttrName -> bool","[]","bool","test_execution","()",0,"AttrName","AttrName",47
compressed_text,139,"(predicate)",false,"NodesTable.filter","filter","NodesTable","{}",1,"NodesTable -> NodesTable","[""predicate""]","NodesTable","test_execution","(predicate)",27,"NodesTable","NodesTable",27
"Generate transition matrix - delegates to PyGraphMatrixHelper",95,"()",false,"Graph.transition_matrix","transition_matrix","Graph","{}",0,"Graph -> Matrix","[]","Matrix","docstring","()",14,"Graph","Graph",20
"Merge with another subgraph (not yet implemented).",60,"(other)",false,"Graph.merge_with","merge_with","Graph","{}",1,"Graph -> Subgraph","[""other""]","Subgraph","docstring","(other)",14,"Graph","Graph",36
"Convert to Python list",256,"()",false,"TableArray.to_list","to_list","TableArray","{}",0,"TableArray -> list","[]","list","test_execution","()",39,"TableArray","TableArray",52
"Compute gradients via backpropagation",315,"()",false,"GraphMatrix.backward","backward","GraphMatrix","{}",0,"GraphMatrix -> Unknown","[]","Unknown","unknown","()",18,"GraphMatrix","GraphMatrix",43
compressed_text,404,"(prefix)",false,"BaseTable.add_prefix","add_prefix","BaseTable","{}",1,"BaseTable -> str","[""prefix""]","str","docstring","(prefix)",2,"BaseTable","BaseTable",54
compressed_text,12,"()",false,"Graph.build_temporal_index","build_temporal_index","Graph","{}",0,"Graph -> TemporalIndex","[]","TemporalIndex","test_execution","()",14,"Graph","Graph",41
"Get bulk node attributes - delegates to PyGraphAttr",40,"(nodes, attrs)",false,"Graph.get_node_attrs","get_node_attrs","Graph","{}",2,"Graph -> GraphAttr","[""nodes"", ""attrs""]","GraphAttr","docstring","(nodes, attrs)",14,"Graph","Graph",16
"Helper method to resolve string ID to NodeId using uid_key attribute",75,"(string_id, uid_key)",false,"Graph.resolve_string_id_to_node","resolve_string_id_to_node","Graph","{}",2,"Graph -> str","[""string_id"", ""uid_key""]","str","docstring","(string_id, uid_key)",14,"Graph","Graph",54
"Convert to Python list",232,"()",false,"NumArray.to_list","to_list","NumArray","{}",0,"NumArray -> list","[]","list","test_execution","()",31,"NumArray","NumArray",52
compressed_text,527,"(sep, maxsplit)",false,"AttrName.rsplit","rsplit","AttrName","{}",2,"AttrName -> list","[]","list","test_execution","(sep=None, maxsplit=-1)",0,"AttrName","AttrName",52
"Check if a node exists in this subgraph",284,"(node_id)",false,"Subgraph.has_node","has_node","Subgraph","{}",1,"Subgraph -> Subgraph","[""node_id""]","Subgraph","docstring","(node_id)",36,"Subgraph","Subgraph",36
compressed_text,529,"(sep, maxsplit)",false,"AttrName.split","split","AttrName","{}",2,"AttrName -> list","[]","list","test_execution","(sep=None, maxsplit=-1)",0,"AttrName","AttrName",52
"Compute multiple percentiles for a specific column",466,"(column, percentiles, interpolation)",false,"BaseTable.percentiles","percentiles","BaseTable","{}",3,"BaseTable -> Unknown","[""column"", ""percentiles""]","Unknown","unknown","(column, percentiles, interpolation=None)",2,"BaseTable","BaseTable",43
compressed_text,477,"(n, fraction, weights, subset, class_weights, replace)",false,"BaseTable.sample","sample","BaseTable","{}",6,"BaseTable -> float","[]","float","docstring","(n=None, fraction=None, weights=None, subset=None, class_weights=None, replace=False)",2,"BaseTable","BaseTable",50
compressed_text,496,"(other)",false,"BaseTable.union","union","BaseTable","{}",1,"BaseTable -> Unknown","[""other""]","Unknown","unknown","(other)",2,"BaseTable","BaseTable",43
"Return a copy of the string converted to uppercase.",535,"()",false,"AttrName.upper","upper","AttrName","{}",0,"AttrName -> str","[]","str","test_execution","()",0,"AttrName","AttrName",54
compressed_text,172,"(columns)",false,"EdgesTable.drop_columns","drop_columns","EdgesTable","{}",1,"EdgesTable -> list","[""columns""]","list","docstring","(columns)",12,"EdgesTable","EdgesTable",52
compressed_text,159,"(start, end)",false,"NodesTable.slice","slice","NodesTable","{}",2,"NodesTable -> NodesTable","[""start"", ""end""]","NodesTable","docstring","(start, end)",27,"NodesTable","NodesTable",27
"Get text summary of subgraph",305,"()",false,"Subgraph.summary","summary","Subgraph","{}",0,"Subgraph -> str","[]","str","test_execution","()",36,"Subgraph","Subgraph",54
compressed_text,543,"()",false,"BranchName.isalpha","isalpha","BranchName","{}",0,"BranchName -> bool","[]","bool","test_execution","()",4,"BranchName","BranchName",47
"Get rich display representation with NodesTable type",156,"(config)",false,"NodesTable.rich_display","rich_display","NodesTable","{}",1,"NodesTable -> str","[]","str","test_execution","(config=None)",27,"NodesTable","NodesTable",54
"Get summary string describing the graph.",87,"()",false,"Graph.summary","summary","Graph","{}",0,"Graph -> str","[]","str","test_execution","()",14,"Graph","Graph",54
compressed_text,536,"(width)",false,"AttrName.zfill","zfill","AttrName","{}",1,"AttrName -> str","[""width""]","str","docstring","(width, /)",0,"AttrName","AttrName",54
compressed_text,314,"(func)",false,"GraphMatrix.apply","apply","GraphMatrix","{}",1,"GraphMatrix -> Matrix","[""func""]","Matrix","docstring","(func)",18,"GraphMatrix","GraphMatrix",20
"Enable or disable gradient tracking for this matrix",364,"(requires_grad)",false,"GraphMatrix.requires_grad_","requires_grad_","GraphMatrix","{}",1,"GraphMatrix -> Matrix","[""requires_grad""]","Matrix","docstring","(requires_grad)",18,"GraphMatrix","GraphMatrix",20
"Create matrix from NumArray by reshaping to specified dimensions",330,"(num_array, rows, cols)",false,"GraphMatrix.from_flattened","from_flattened","GraphMatrix","{}",3,"GraphMatrix -> NumArray","[""num_array"", ""rows"", ""cols""]","NumArray","docstring","(num_array, rows, cols)",18,"GraphMatrix","GraphMatrix",31
"Get a single edge attribute value",278,"(edge_id, attr_name)",false,"Subgraph.get_edge_attribute","get_edge_attribute","Subgraph","{}",2,"Subgraph -> Unknown","[""edge_id"", ""attr_name""]","Unknown","unknown","(edge_id, attr_name)",36,"Subgraph","Subgraph",43
"Explicit row iterator that mirrors the default Python iteration protocol.",455,"()",false,"BaseTable.iter","iter","BaseTable","{}",0,"BaseTable -> BaseTableRowIterator","[]","BaseTableRowIterator","test_execution","()",2,"BaseTable","BaseTable",3
compressed_text,555,"(width, fillchar)",false,"BranchName.ljust","ljust","BranchName","{}",2,"BranchName -> str","[""width""]","str","docstring","(width, fillchar=' ', /)",4,"BranchName","BranchName",54
"Get single cell value at (row, col) - public interface",333,"(row, col)",false,"GraphMatrix.get","get","GraphMatrix","{}",2,"GraphMatrix -> Unknown","[""row"", ""col""]","Unknown","unknown","(row, col)",18,"GraphMatrix","GraphMatrix",43
compressed_text,419,"(ddof)",false,"BaseTable.cov","cov","BaseTable","{}",1,"BaseTable -> BaseTable","[]","BaseTable","test_execution","(ddof=None)",2,"BaseTable","BaseTable",2
"Filter nodes by attribute value",140,"(attr_name, value)",false,"NodesTable.filter_by_attr","filter_by_attr","NodesTable","{}",2,"NodesTable -> Unknown","[""attr_name"", ""value""]","Unknown","unknown","(attr_name, value)",27,"NodesTable","NodesTable",43
compressed_text,423,"(column)",false,"BaseTable.cumsum","cumsum","BaseTable","{}",1,"BaseTable -> BaseArray","[""column""]","BaseArray","docstring","(column)",2,"BaseTable","BaseTable",1
"Filter all tables using a query - placeholder method",252,"(query)",false,"TableArray.filter","filter","TableArray","{}",1,"TableArray -> TableArray","[""query""]","TableArray","test_execution","(query)",39,"TableArray","TableArray",39
compressed_text,451,"(other)",false,"BaseTable.intersect","intersect","BaseTable","{}",1,"BaseTable -> Unknown","[""other""]","Unknown","unknown","(other)",2,"BaseTable","BaseTable",43
compressed_text,482,"(start, end, column_name, value, step)",false,"BaseTable.set_values_by_range","set_values_by_range","BaseTable","{}",5,"BaseTable -> Unknown","[""start"", ""end"", ""column_name"", ""value""]","Unknown","unknown","(start, end, column_name, value, step=1)",2,"BaseTable","BaseTable",43
"Get single node attribute - delegates to PyGraphAttr",38,"(node, attr, default)",false,"Graph.get_node_attr","get_node_attr","Graph","{}",3,"Graph -> GraphAttr","[""node"", ""attr""]","GraphAttr","docstring","(node, attr, default=None)",14,"Graph","Graph",16
"Convert to pandas DataFrame",165,"()",false,"NodesTable.to_pandas","to_pandas","NodesTable","{}",0,"NodesTable -> DataFrame","[]","DataFrame","test_execution","()",27,"NodesTable","NodesTable",7
compressed_text,586,"(length, byteorder, signed)",false,"StateId.to_bytes","to_bytes","StateId","{}",3,"StateId -> list","[""length"", ""byteorder""]","list","docstring","(length, byteorder, *, signed=False)",35,"StateId","StateId",52
"Get column by index as BaseArray (mixed types) or NumArray (if all numerical)",335,"(col)",false,"GraphMatrix.get_column","get_column","GraphMatrix","{}",1,"GraphMatrix -> BaseArray","[""col""]","BaseArray","docstring","(col)",18,"GraphMatrix","GraphMatrix",1
"Stack matrices along specified axis",374,"(other, axis)",false,"GraphMatrix.stack","stack","GraphMatrix","{}",2,"GraphMatrix -> Unknown","[""other"", ""axis""]","Unknown","unknown","(other, axis)",18,"GraphMatrix","GraphMatrix",43
compressed_text,427,"(indices)",false,"BaseTable.drop_rows","drop_rows","BaseTable","{}",1,"BaseTable -> list","[""indices""]","list","docstring","(indices)",2,"BaseTable","BaseTable",52
compressed_text,533,"()",false,"AttrName.title","title","AttrName","{}",0,"AttrName -> str","[]","str","test_execution","()",0,"AttrName","AttrName",54
"Explicit row iterator matching the Python iteration protocol.",152,"()",false,"NodesTable.iter","iter","NodesTable","{}",0,"NodesTable -> NodesTableRowIterator","[]","NodesTableRowIterator","test_execution","()",27,"NodesTable","NodesTable",29
"Get first n rows (default 5)",450,"(n)",false,"BaseTable.head","head","BaseTable","{}",1,"BaseTable -> BaseTable","[]","BaseTable","test_execution","(n=5)",2,"BaseTable","BaseTable",2
"Filter NodesAccessor objects by node count threshold",207,"(min_size)",false,"NodesArray.filter_by_size","filter_by_size","NodesArray","{}",1,"NodesArray -> NodesAccessor","[""min_size""]","NodesAccessor","docstring","(min_size)",25,"NodesArray","NodesArray",24
compressed_text,98,"()",false,"NodesAccessor.all","all","NodesAccessor","{}",0,"NodesAccessor -> Subgraph","[]","Subgraph","test_execution","()",24,"NodesAccessor","NodesAccessor",36
"Leaky ReLU activation function",343,"(alpha)",false,"GraphMatrix.leaky_relu","leaky_relu","GraphMatrix","{}",1,"GraphMatrix -> GraphMatrix","[]","GraphMatrix","test_execution","(alpha=None)",18,"GraphMatrix","GraphMatrix",18
compressed_text,148,"()",false,"NodesTable.interactive_embed","interactive_embed","NodesTable","{}",0,"NodesTable -> str","[]","str","test_execution","()",27,"NodesTable","NodesTable",54
"Split matrix along specified axis",372,"(split_points, axis)",false,"GraphMatrix.split","split","GraphMatrix","{}",2,"GraphMatrix -> Matrix","[""split_points"", ""axis""]","Matrix","docstring","(split_points, axis)",18,"GraphMatrix","GraphMatrix",20
"DFS traversal - returns subgraph result",271,"(start, max_depth)",false,"Subgraph.dfs","dfs","Subgraph","{}",2,"Subgraph -> Subgraph","[""start""]","Subgraph","docstring","(start, max_depth=None)",36,"Subgraph","Subgraph",36
"Get rich display representation using Rust formatter",474,"(config)",false,"BaseTable.rich_display","rich_display","BaseTable","{}",1,"BaseTable -> str","[]","str","test_execution","(config=None)",2,"BaseTable","BaseTable",54
compressed_text,563,"(sep)",false,"BranchName.rpartition","rpartition","BranchName","{}",1,"BranchName -> str","[""sep""]","str","docstring","(sep, /)",4,"BranchName","BranchName",54
"Calculate the L∞ norm (maximum absolute value) of the matrix",355,"()",false,"GraphMatrix.norm_inf","norm_inf","GraphMatrix","{}",0,"GraphMatrix -> float","[]","float","test_execution","()",18,"GraphMatrix","GraphMatrix",50
compressed_text,531,"(chars)",false,"AttrName.strip","strip","AttrName","{}",1,"AttrName -> str","[]","str","test_execution","(chars=None, /)",0,"AttrName","AttrName",54
"Filter edges by source nodes",176,"(source_nodes)",false,"EdgesTable.filter_by_sources","filter_by_sources","EdgesTable","{}",1,"EdgesTable -> Unknown","[""source_nodes""]","Unknown","unknown","(source_nodes)",12,"EdgesTable","EdgesTable",43
"Convert to independent Graph - delegates via Python.",90,"()",false,"Graph.to_graph","to_graph","Graph","{}",0,"Graph -> Graph","[]","Graph","test_execution","()",14,"Graph","Graph",14
compressed_text,433,"(rows)",false,"BaseTable.extend_rows","extend_rows","BaseTable","{}",1,"BaseTable -> list","[""rows""]","list","docstring","(rows)",2,"BaseTable","BaseTable",52
"Import BaseTable from Parquet file",440,"(path)",false,"BaseTable.from_parquet","from_parquet","BaseTable","{}",1,"BaseTable -> BaseTable","[""path""]","BaseTable","docstring","(path)",2,"BaseTable","BaseTable",2
"Calculate similarity between subgraphs using various metrics",262,"(other, metric)",false,"Subgraph.calculate_similarity","calculate_similarity","Subgraph","{}",2,"Subgraph -> Unknown","[""other""]","Unknown","unknown","(other, metric='jaccard')",36,"Subgraph","Subgraph",43
"Subtract another subgraph (not yet implemented).",86,"(other)",false,"Graph.subtract_from","subtract_from","Graph","{}",1,"Graph -> Subgraph","[""other""]","Subgraph","docstring","(other)",14,"Graph","Graph",36
compressed_text,390,"()",false,"GraphMatrix.to_table_for_streaming","to_table_for_streaming","GraphMatrix","{}",0,"GraphMatrix -> BaseTable","[]","BaseTable","test_execution","()",18,"GraphMatrix","GraphMatrix",2
"Get statistics about the NodesAccessor collection",213,"()",false,"NodesArray.stats","stats","NodesArray","{}",0,"NodesArray -> dict","[]","dict","test_execution","()",25,"NodesArray","NodesArray",49
"Get shortest path as subgraph - delegates via Python.",82,"(source, target)",false,"Graph.shortest_path_subgraph","shortest_path_subgraph","Graph","{}",2,"Graph -> Subgraph","[""source"", ""target""]","Subgraph","docstring","(source, target)",14,"Graph","Graph",36
"Apply sample(k) to all subgraphs",245,"(k)",false,"SubgraphArray.sample","sample","SubgraphArray","{}",1,"SubgraphArray -> SubgraphArray","[""k""]","SubgraphArray","test_execution","(k)",37,"SubgraphArray","SubgraphArray",37
"Import NodesTable from Parquet file (must contain node_id column)",144,"(path)",false,"NodesTable.from_parquet","from_parquet","NodesTable","{}",1,"NodesTable -> NodesTable","[""path""]","NodesTable","docstring","(path)",27,"NodesTable","NodesTable",27
"Matrix inverse (Phase 5 - placeholder for now)",339,"()",false,"GraphMatrix.inverse","inverse","GraphMatrix","{}",0,"GraphMatrix -> Matrix","[]","Matrix","docstring","()",18,"GraphMatrix","GraphMatrix",20
"Merge multiple GraphTables into one using the specified strategy",124,"(tables, strategy)",false,"GraphTable.merge","merge","GraphTable","{}",2,"GraphTable -> Unknown","[""tables""]","Unknown","unknown","(tables, strategy='domain_prefix')",19,"GraphTable","GraphTable",43
"Convenience method for grouping by a single column",447,"(column)",false,"BaseTable.groupby_single","groupby_single","BaseTable","{}",1,"BaseTable -> Unknown","[""column""]","Unknown","unknown","(column)",2,"BaseTable","BaseTable",43
"Convert matrix to nested Python list
Returns: [[row1], [row2], ...] format",386,"()",false,"GraphMatrix.to_list","to_list","GraphMatrix","{}",0,"GraphMatrix -> list","[]","list","test_execution","()",18,"GraphMatrix","GraphMatrix",52
"Create NodesTable from a Python dictionary (must contain 'node_id' column)",142,"(data)",false,"NodesTable.from_dict","from_dict","NodesTable","{}",1,"NodesTable -> dict","[""data""]","dict","docstring","(data)",27,"NodesTable","NodesTable",49
"Combine all NodesAccessor objects into a single unified NodesAccessor",217,"()",false,"NodesArray.union","union","NodesArray","{}",0,"NodesArray -> NodesAccessor","[]","NodesAccessor","test_execution","()",25,"NodesArray","NodesArray",24
"Convert to Python list",248,"()",false,"SubgraphArray.to_list","to_list","SubgraphArray","{}",0,"SubgraphArray -> list","[]","list","test_execution","()",37,"SubgraphArray","SubgraphArray",52
compressed_text,456,"(other, on, how)",false,"BaseTable.join","join","BaseTable","{}",3,"BaseTable -> dict","[""other"", ""on""]","dict","docstring","(other, on, how=None)",2,"BaseTable","BaseTable",49
compressed_text,471,"(expr)",false,"BaseTable.query","query","BaseTable","{}",1,"BaseTable -> str","[""expr""]","str","docstring","(expr)",2,"BaseTable","BaseTable",54
compressed_text,566,"(sep, maxsplit)",false,"BranchName.split","split","BranchName","{}",2,"BranchName -> list","[]","list","test_execution","(sep=None, maxsplit=-1)",4,"BranchName","BranchName",52
"Eigenvalue decomposition: A * V = V * Λ
Returns tuple of (eigenvalues, eigenvectors)",322,"()",false,"GraphMatrix.eigenvalue_decomposition","eigenvalue_decomposition","GraphMatrix","{}",0,"GraphMatrix -> Unknown","[]","Unknown","unknown","()",18,"GraphMatrix","GraphMatrix",43
compressed_text,192,"(columns)",false,"EdgesTable.select","select","EdgesTable","{}",1,"EdgesTable -> list","[""columns""]","list","docstring","(columns)",12,"EdgesTable","EdgesTable",52
"List attribute names available within this accessor's node set",100,"()",false,"NodesAccessor.attribute_names","attribute_names","NodesAccessor","{}",0,"NodesAccessor -> list","[]","list","test_execution","()",24,"NodesAccessor","NodesAccessor",52
compressed_text,560,"(suffix)",false,"BranchName.removesuffix","removesuffix","BranchName","{}",1,"BranchName -> str","[""suffix""]","str","docstring","(suffix, /)",4,"BranchName","BranchName",54
"Edge count property",272,"()",false,"Subgraph.edge_count","edge_count","Subgraph","{}",0,"Subgraph -> int","[]","int","test_execution","()",36,"Subgraph","Subgraph",51
compressed_text,387,"(eps, k)",false,"GraphMatrix.to_normalized_laplacian","to_normalized_laplacian","GraphMatrix","{}",2,"GraphMatrix -> Matrix","[]","Matrix","docstring","(eps=None, k=None)",18,"GraphMatrix","GraphMatrix",20
compressed_text,558,"(sep)",false,"BranchName.partition","partition","BranchName","{}",1,"BranchName -> str","[""sep""]","str","docstring","(sep, /)",4,"BranchName","BranchName",54
"Import NodesTable from JSON file (must contain node_id column)",143,"(path)",false,"NodesTable.from_json","from_json","NodesTable","{}",1,"NodesTable -> NodesTable","[""path""]","NodesTable","docstring","(path)",27,"NodesTable","NodesTable",27
compressed_text,434,"(fill_values)",false,"BaseTable.fillna","fillna","BaseTable","{}",1,"BaseTable -> Unknown","[""fill_values""]","Unknown","unknown","(fill_values)",2,"BaseTable","BaseTable",43
"Get node IDs",154,"()",false,"NodesTable.node_ids","node_ids","NodesTable","{}",0,"NodesTable -> NumArray","[]","NumArray","test_execution","()",27,"NodesTable","NodesTable",31
compressed_text,329,"(data)",false,"GraphMatrix.from_data","from_data","GraphMatrix","{}",1,"GraphMatrix -> Matrix","[""data""]","Matrix","docstring","(data)",18,"GraphMatrix","GraphMatrix",20
"Get single cell value at (row, col)",334,"(row, col)",false,"GraphMatrix.get_cell","get_cell","GraphMatrix","{}",2,"GraphMatrix -> Unknown","[""row"", ""col""]","Unknown","unknown","(row, col)",18,"GraphMatrix","GraphMatrix",43
"Export NodesTable to Parquet file",166,"(path)",false,"NodesTable.to_parquet","to_parquet","NodesTable","{}",1,"NodesTable -> NodesTable","[""path""]","NodesTable","docstring","(path)",27,"NodesTable","NodesTable",27
"Solve linear system Ax = b",371,"(b)",false,"GraphMatrix.solve","solve","GraphMatrix","{}",1,"GraphMatrix -> Unknown","[""b""]","Unknown","unknown","(b)",18,"GraphMatrix","GraphMatrix",43
compressed_text,240,"(attr_name, element_type)",false,"SubgraphArray.group_by","group_by","SubgraphArray","{}",2,"SubgraphArray -> list","[""attr_name"", ""element_type""]","list","docstring","(attr_name, element_type)",37,"SubgraphArray","SubgraphArray",52
compressed_text,255,"(func)",false,"TableArray.map","map","TableArray","{}",1,"TableArray -> float","[""func""]","float","docstring","(func)",39,"TableArray","TableArray",50
compressed_text,120,"(bundle_path)",false,"GraphTable.get_bundle_info","get_bundle_info","GraphTable","{}",1,"GraphTable -> dict","[""bundle_path""]","dict","docstring","(bundle_path)",19,"GraphTable","GraphTable",49
compressed_text,242,"(func)",false,"SubgraphArray.map","map","SubgraphArray","{}",1,"SubgraphArray -> float","[""func""]","float","docstring","(func)",37,"SubgraphArray","SubgraphArray",50
"Get edges as tuples (edge_id, source, target)",169,"()",false,"EdgesTable.as_tuples","as_tuples","EdgesTable","{}",0,"EdgesTable -> list","[]","list","test_execution","()",12,"EdgesTable","EdgesTable",52
"Get node attribute - delegates via Python.",39,"(node_id, attr_name)",false,"Graph.get_node_attribute","get_node_attribute","Graph","{}",2,"Graph -> Unknown","[""node_id"", ""attr_name""]","Unknown","unknown","(node_id, attr_name)",14,"Graph","Graph",43
compressed_text,546,"()",false,"BranchName.isdigit","isdigit","BranchName","{}",0,"BranchName -> bool","[]","bool","test_execution","()",4,"BranchName","BranchName",47
compressed_text,34,"(filter)",false,"Graph.filter_nodes","filter_nodes","Graph","{}",1,"Graph -> str","[""filter""]","str","docstring","(filter)",14,"Graph","Graph",54
compressed_text,544,"()",false,"BranchName.isascii","isascii","BranchName","{}",0,"BranchName -> bool","[]","bool","test_execution","()",4,"BranchName","BranchName",47
"Direct delegation: Apply sample(k) to each component and return PySubgraphArray",400,"(k)",false,"ComponentsArray.sample","sample","ComponentsArray","{}",1,"ComponentsArray -> SubgraphArray","[""k""]","SubgraphArray","test_execution","(k)",6,"ComponentsArray","ComponentsArray",37
compressed_text,161,"(columns, ascending)",false,"NodesTable.sort_values","sort_values","NodesTable","{}",2,"NodesTable -> list","[""columns""]","list","docstring","(columns, ascending=None)",27,"NodesTable","NodesTable",52
"Get reference to underlying BaseTable",171,"()",false,"EdgesTable.base_table","base_table","EdgesTable","{}",0,"EdgesTable -> BaseTable","[]","BaseTable","test_execution","()",12,"EdgesTable","EdgesTable",2
"Check if the array contains a specific NodesAccessor",205,"(item)",false,"NodesArray.contains","contains","NodesArray","{}",1,"NodesArray -> list","[""item""]","list","docstring","(item)",25,"NodesArray","NodesArray",52
"Element-wise absolute value",313,"()",false,"GraphMatrix.abs","abs","GraphMatrix","{}",0,"GraphMatrix -> GraphMatrix","[]","GraphMatrix","test_execution","()",18,"GraphMatrix","GraphMatrix",18
"Iterate over columns - returns iterator of BaseArrays or NumArrays",341,"()",false,"GraphMatrix.iter_columns","iter_columns","GraphMatrix","{}",0,"GraphMatrix -> list","[]","list","test_execution","()",18,"GraphMatrix","GraphMatrix",52
"Export EdgesTable to Parquet file",203,"(path)",false,"EdgesTable.to_parquet","to_parquet","EdgesTable","{}",1,"EdgesTable -> EdgesTable","[""path""]","EdgesTable","docstring","(path)",12,"EdgesTable","EdgesTable",12
"Collect all tables into a Python list (for compatibility with iterator patterns)",250,"()",false,"TableArray.collect","collect","TableArray","{}",0,"TableArray -> list","[]","list","test_execution","()",39,"TableArray","TableArray",52
"Convert matrix to BaseArray containing all values as AttrValues",382,"()",false,"GraphMatrix.to_base_array","to_base_array","GraphMatrix","{}",0,"GraphMatrix -> BaseArray","[]","BaseArray","test_execution","()",18,"GraphMatrix","GraphMatrix",1
"Standard deviation along specified axis (0=rows, 1=columns)",375,"(axis)",false,"GraphMatrix.std_axis","std_axis","GraphMatrix","{}",1,"GraphMatrix -> Unknown","[""axis""]","Unknown","unknown","(axis)",18,"GraphMatrix","GraphMatrix",43
compressed_text,185,"()",false,"EdgesTable.interactive_embed","interactive_embed","EdgesTable","{}",0,"EdgesTable -> str","[]","str","test_execution","()",12,"EdgesTable","EdgesTable",54
"Convert to NumPy array (when numpy available)
Uses .data property to materialize data",388,"()",false,"GraphMatrix.to_numpy","to_numpy","GraphMatrix","{}",0,"GraphMatrix -> ndarray","[]","ndarray","test_execution","()",18,"GraphMatrix","GraphMatrix",53
compressed_text,444,"(columns)",false,"BaseTable.group_by","group_by","BaseTable","{}",1,"BaseTable -> TableArray","[""columns""]","TableArray","test_execution","(columns)",2,"BaseTable","BaseTable",39
compressed_text,422,"(column)",false,"BaseTable.cummin","cummin","BaseTable","{}",1,"BaseTable -> BaseArray","[""column""]","BaseArray","docstring","(column)",2,"BaseTable","BaseTable",1
compressed_text,548,"()",false,"BranchName.islower","islower","BranchName","{}",0,"BranchName -> bool","[]","bool","test_execution","()",4,"BranchName","BranchName",47
compressed_text,470,"(column, quantiles, interpolation)",false,"BaseTable.quantiles","quantiles","BaseTable","{}",3,"BaseTable -> list","[""column"", ""quantiles""]","list","docstring","(column, quantiles, interpolation=None)",2,"BaseTable","BaseTable",52
"Get shape as (rows, cols)",193,"()",false,"EdgesTable.shape","shape","EdgesTable","{}",0,"EdgesTable -> tuple","[]","tuple","test_execution","()",12,"EdgesTable","EdgesTable",55
"Check if the array is empty",210,"()",false,"NodesArray.is_empty","is_empty","NodesArray","{}",0,"NodesArray -> bool","[]","bool","test_execution","()",25,"NodesArray","NodesArray",47
"Get number of rows",190,"()",false,"EdgesTable.nrows","nrows","EdgesTable","{}",0,"EdgesTable -> int","[]","int","test_execution","()",12,"EdgesTable","EdgesTable",51
